empl_chge_lc2vs0_iate,unem_x0
-2.0736319097457976,18.0
-1.54061831946881,12.0
-2.219743369453498,13.0
-2.190379615686042,11.0
-1.708844647845671,1.0
-1.3302162057297369,11.0
-1.8396640288049044,13.0
-1.922335333034596,11.0
-1.7982761771550875,10.0
-1.5274923201475348,11.0
-1.9517410469781775,23.0
-1.829713986540796,19.0
-1.9620192661006803,3.0
-1.9073536683538324,24.0
-1.6468604472851072,22.0
-1.1642861175493664,4.0
-1.6620409905349653,10.0
-2.054540166220934,8.0
-1.8524749362619788,15.0
-1.4410977133251879,6.0
-1.8355888552304958,12.0
-1.2076567101923548,9.0
-1.8008824596906288,20.0
-1.2709193378354722,21.0
-1.4504753861280815,16.0
-2.2127547282547946,17.0
-1.9200510097678007,19.0
-1.5321956582030818,14.0
-1.544624586999705,16.0
-1.9005839965474844,12.0
-2.218830925268334,6.0
-1.942927168077611,21.0
-2.240118415709933,15.0
-1.5091717962453906,10.0
-1.9628420943490914,23.0
-1.0265130805174463,1.0
-1.6385571039439315,8.0
-1.8948052186504987,20.0
-1.4991974281042457,23.0
-2.24517120004634,11.0
-1.2970246979644193,7.0
-2.0883194431867382,4.0
-1.4989641361929935,0.0
-1.8121511273234958,7.0
-1.1618806761840523,20.0
-1.2189576961925652,10.0
-2.281964108254059,1.0
-1.9886631774859285,10.0
-1.6367038593012784,18.0
-1.0587228233096797,21.0
-1.1862548514535514,14.0
-1.7383369428325264,21.0
-1.6931503434757396,8.0
-1.9264107271840094,19.0
-1.9304423087898908,19.0
-1.6550286020261196,5.0
-1.574165309599135,4.0
-2.0143385135183864,18.0
-2.1292717689222966,17.0
-1.0842141156812026,3.0
-1.1963048903377451,6.0
-2.131222522243802,3.0
-1.8121500942653976,5.0
-1.4812637649776066,11.0
-1.9410298190837856,13.0
-1.890726721585345,12.0
-2.0149078792779083,8.0
-1.212558590671808,23.0
-1.27235916629432,3.0
-1.4519358369320252,3.0
-1.0474202602016243,14.0
-1.6661532151674883,6.0
-2.1966114081320276,8.0
-1.973381942054149,21.0
-1.5430229893043854,1.0
-1.4848867515431112,16.0
-1.9718916838485119,3.0
-1.674621589995881,16.0
-1.8147451876830087,3.0
-1.9836005793050762,18.0
-1.675992576413448,15.0
-1.4491389077838595,8.0
-2.4065098999803833,14.0
-1.3361723649691777,21.0
-1.533226332569958,14.0
-1.8706354760510555,19.0
-1.7056647367244537,15.0
-2.3069345938589216,24.0
-1.8611305191777197,20.0
-1.4725762589335274,9.0
-1.485627793692575,22.0
-2.2408009131340316,9.0
-2.063799858326397,7.0
-1.9757343984129379,8.0
-1.7595673555270932,4.0
-1.9962169538420491,1.0
-1.9885400444815593,20.0
-1.871371148756501,10.0
-1.9848228939305819,13.0
-1.8995684374828017,19.0
-1.6706330061194947,23.0
-1.78036030037717,9.0
-1.673359877078554,21.0
-1.7077737897289944,23.0
-2.127962237970287,11.0
-1.8181447850886745,14.0
-1.0065438172266017,6.0
-1.6289953592542425,24.0
-0.9668806859317861,0.0
-2.161690556055913,6.0
-1.2699836316812516,24.0
-1.5441044403577968,12.0
-0.9420379380590149,6.0
-1.9468171630339213,7.0
-2.0055870707708623,16.0
-1.2918547262742062,5.0
-2.029306468833651,19.0
-1.1428316972373307,10.0
-1.236440572926499,22.0
-2.256207244627398,22.0
-1.9899079786211737,0.0
-0.932807333626131,4.0
-0.9888096993702717,11.0
-1.1953408331219055,0.0
-1.3587960421396437,16.0
-1.7846204703479476,14.0
-2.3032084341478747,12.0
-2.1687928893363497,0.0
-1.2765470622014892,19.0
-2.18631136664283,12.0
-2.2525283541725245,7.0
-2.0236057772746796,8.0
-1.8166081999691153,21.0
-2.171880662656837,14.0
-0.9850601578387145,6.0
-2.278976692927433,3.0
-1.7184314476979945,19.0
-1.6655109148855691,23.0
-2.2994099201896643,15.0
-1.2273629248039843,18.0
-2.0499709269514055,9.0
-1.4530295640152247,23.0
-2.0869945998979436,19.0
-2.2963820982972383,18.0
-1.004383495282304,17.0
-1.8727034823199267,19.0
-2.3157459061786883,6.0
-1.583442682257248,11.0
-1.1780905699945607,2.0
-1.158422816796571,6.0
-1.800861672889631,18.0
-1.6709134362815161,22.0
-1.9650698966581464,10.0
-1.7499778151389431,19.0
-1.8051139389267954,17.0
-1.844068747973076,24.0
-0.632461003397613,2.0
-1.7427344657437496,6.0
-2.064076210877205,13.0
-2.229585603892368,18.0
-1.9897607131796824,18.0
-0.9559559986402831,14.0
-1.5907296556850183,19.0
-0.7790424847630036,0.0
-2.3211609106968507,22.0
-1.7451190371328524,16.0
-1.0333419919449582,0.0
-1.8019742124708709,16.0
-0.8485358237998184,23.0
-1.8551896439000033,4.0
-2.005006971127886,17.0
-1.5331655093695762,1.0
-1.6266764096984163,15.0
-2.3141717812500984,7.0
-1.7092846604317962,17.0
-1.2157571888022383,20.0
-1.420794828292491,0.0
-1.7742156408751781,8.0
-1.7966657184555346,3.0
-1.565573780351458,6.0
-1.127636518012737,8.0
-1.8770484295989074,10.0
-2.1918742104733733,8.0
-1.0943938171282297,14.0
-2.1234816442240927,12.0
-2.227363089850728,10.0
-2.037689998598976,13.0
-2.4397356701969897,17.0
-1.4830320488655353,20.0
-2.417418510279234,5.0
-1.6647266016033635,5.0
-1.9120625549968728,9.0
-2.1240321463069587,2.0
-2.177774181891473,5.0
-0.9251446483492761,12.0
-1.361820637631418,1.0
-2.0813082230016025,24.0
-2.264779062002765,2.0
-1.1159415654570097,23.0
-1.3376083542855344,7.0
-1.5519733121886867,0.0
-1.4614101575949512,18.0
-1.6399428844918944,4.0
-2.190222415781749,21.0
-0.6781340107904698,0.0
-2.0490154812023054,12.0
-1.727646854429009,22.0
-1.1003320719352727,20.0
-2.2795357333838444,10.0
-1.2670003341718075,15.0
-1.7936320712169673,7.0
-1.5592037718900817,18.0
-0.813354350811134,9.0
-1.240831027433825,5.0
-2.4233801487491347,3.0
-1.2495801218283087,24.0
-2.0778039991604933,1.0
-2.09181979656774,15.0
-1.651087412215635,8.0
-1.832076552966504,16.0
-1.5904206507349816,10.0
-2.0079388517533943,22.0
-2.554086247209066,8.0
-0.9090768047183808,10.0
-1.4578015986641204,3.0
-1.1253316105388247,5.0
-1.9922722264486281,22.0
-2.216760162381889,22.0
-2.074895629232351,6.0
-1.8845520169875414,16.0
-1.0751510314224126,1.0
-1.7740552084856638,18.0
-1.363674533579121,16.0
-1.8151065711288303,5.0
-1.2654389358667255,15.0
-2.417588112270351,0.0
-0.794456654915635,5.0
-1.1608877797177448,6.0
-2.233982562132608,7.0
-1.6656817824478922,8.0
-2.5436289332196016,23.0
-1.6464553847686434,9.0
-1.6649951769356757,5.0
-2.2435009231510064,14.0
-1.8576158876210371,1.0
-1.4844531064518067,22.0
-1.7914498010500202,6.0
-1.4289542236714465,10.0
-1.2758255953989717,11.0
-1.5625395561481394,12.0
-0.8268851164883181,19.0
-0.6592835842646207,3.0
-1.6784015883758192,13.0
-1.5853693755019767,16.0
-1.4726285314205447,15.0
-0.9282869064373109,18.0
-2.141351601909206,11.0
-2.310689737272807,19.0
-1.3385264941877328,7.0
-1.3949599523934215,2.0
-1.9323264741655761,10.0
-2.154340109366424,1.0
-1.6820397133119898,11.0
-1.1642299892012828,20.0
-1.5471122221798477,20.0
-0.93568244361881,5.0
-1.6872101109882438,0.0
-2.0461240418131843,9.0
-1.379610158442315,2.0
-2.19879838426008,6.0
-1.5006835434625905,23.0
-1.0746845598455823,20.0
-1.2045202073395231,24.0
-1.4259780361004246,14.0
-1.1101085169605902,0.0
-1.3842174176658621,1.0
-2.426217425604907,16.0
-1.5375216717604643,24.0
-2.032356528029728,0.0
-1.1426919873510173,21.0
-2.067485848402026,10.0
-2.1016371553781674,20.0
-2.1921983940584187,19.0
-2.2033961004631983,17.0
-1.4709614619589066,18.0
-2.2361031481584615,13.0
-1.1583226539957534,1.0
-2.097991439041803,3.0
-1.5428969433793607,3.0
-1.7982765931368974,13.0
-1.5197269073187742,2.0
-1.0180833963989002,11.0
-2.0188906159293847,17.0
-0.8869849096150493,22.0
-1.772161304144132,8.0
-2.2851954566467403,15.0
-1.8234449801451174,16.0
-1.8823358548532272,11.0
-0.9673092923869067,17.0
-1.7000344264197182,13.0
-1.895701698306002,8.0
-2.1933010383104556,12.0
-1.360025971974173,16.0
-1.5280411604834443,23.0
-1.6219637799512032,20.0
-2.3135012126488554,5.0
-1.7875087141234993,17.0
-1.6410927710153913,22.0
-1.4458383527520646,9.0
-1.8784890541665824,9.0
-1.9030363337609257,20.0
-1.6321581942438912,9.0
-1.642858491119926,18.0
-1.846572078029234,23.0
-1.7050268590651085,15.0
-1.7156063010357074,19.0
-1.624727872816274,7.0
-2.0213972897888635,24.0
-1.228509975129615,13.0
-0.864900764923189,14.0
-1.063393979706031,1.0
-2.3644373274436457,7.0
-1.9115290732881525,17.0
-1.1472705312699991,4.0
-1.3545374895197295,19.0
-2.2437304756551435,5.0
-1.654504751648439,10.0
-1.7045516395779585,3.0
-1.696391634770761,15.0
-1.6774722534579118,24.0
-2.0264738278588625,1.0
-2.4532534655462968,11.0
-1.3787230840431532,19.0
-1.962022983615936,17.0
-1.156538918232698,0.0
-2.014155590623463,21.0
-1.490158536945021,19.0
-1.146238465548684,19.0
-1.5631921633422843,18.0
-2.089652482643036,9.0
-2.078100938312562,5.0
-1.4122308664702952,12.0
-1.604268955515038,5.0
-2.0451216551198828,23.0
-1.6386864766055464,12.0
-2.1560801926298354,20.0
-2.4317085216265157,17.0
-1.3213409964311853,7.0
-1.5197822107325285,4.0
-1.3325915680075135,1.0
-1.618232822670362,8.0
-1.4270933869525226,15.0
-2.2044282777596207,14.0
-1.1003836492713437,12.0
-1.440244505898025,15.0
-1.5473012500593508,23.0
-1.0851442892370116,5.0
-1.3413674881356898,13.0
-1.8402319258925468,17.0
-1.5753830971074,16.0
-0.977904567359893,5.0
-1.6404852946397503,14.0
-1.9655179578110382,22.0
-1.7807388684643504,22.0
-1.5584805271635906,18.0
-2.193131178718244,6.0
-1.0476833661332048,22.0
-2.0055598729618276,4.0
-0.9747325686607343,14.0
-2.167252352839485,6.0
-1.5074243233867721,20.0
-1.3986277574876025,17.0
-1.504141708419886,7.0
-2.3433826911874127,2.0
-2.2336693481294696,15.0
-1.8507205338291124,22.0
-1.9379363488774901,7.0
-1.1401004564319397,14.0
-2.123569879545401,15.0
-1.6381901258800742,12.0
-2.0020676646782505,4.0
-2.118151861759588,19.0
-1.977904100855108,9.0
-1.8499702676744318,12.0
-1.3193386351557623,2.0
-1.605467103330905,22.0
-0.7768203726115104,1.0
-0.8907529754381476,21.0
-1.6311705957404783,22.0
-2.2869744660159843,13.0
-1.3685872365631022,8.0
-1.454061682779764,18.0
-1.5905507856568242,20.0
-2.1205287922976894,23.0
-1.7757028681731066,18.0
-2.085224395168357,13.0
-1.4462672612187173,21.0
-1.9043641690100295,13.0
-1.670405699513449,22.0
-1.6373560370054598,20.0
-2.188377782770289,23.0
-1.4995974186534744,17.0
-1.0224713357037483,16.0
-1.15797339109847,22.0
-2.02828440532673,6.0
-2.0188441489887077,3.0
-1.5100241465520727,13.0
-1.6485836866656374,4.0
-0.9907187211977524,0.0
-1.5721360147470331,4.0
-2.116531331533082,1.0
-1.847709952598231,19.0
-1.3568711295010139,1.0
-2.0169714076309426,10.0
-1.797313128353807,23.0
-1.8675361235570151,19.0
-1.6633632004626877,15.0
-1.8876418514282853,6.0
-1.3503286827600465,17.0
-0.6823375479516343,10.0
-1.8375119076486441,10.0
-1.658820202920901,18.0
-2.3527221250624626,3.0
-1.2615797438847838,3.0
-1.8475343362221848,20.0
-1.431201552441772,18.0
-2.189222482445027,19.0
-1.751434142493499,11.0
-2.1333895430942307,4.0
-1.7735096723553303,3.0
-1.9667243712293365,10.0
-1.9732337668252629,20.0
-1.9869315866352,15.0
-1.889904231781529,23.0
-1.2458437396275244,24.0
-1.121487161967701,16.0
-1.9977896566105098,9.0
-1.3049169474587985,10.0
-1.3645400797134468,22.0
-1.1198810153624783,17.0
-1.859073664826656,21.0
-1.1404971405534217,5.0
-2.0467498818206122,7.0
-1.748887267201658,4.0
-1.332723442986347,8.0
-1.7170871775508874,19.0
-1.3525460156381501,22.0
-0.8681865515194043,22.0
-1.6322672187012444,0.0
-0.7395415492957629,8.0
-2.271822514016809,20.0
-1.5123489439816422,6.0
-2.2571304554502403,21.0
-1.4451414531053255,15.0
-1.6784304155179939,1.0
-1.6541235782136459,14.0
-2.212266669710669,11.0
-1.2050670150354796,8.0
-1.1416617796266242,3.0
-1.9749279936417734,11.0
-1.8730495705145898,1.0
-1.5752857681264454,23.0
-1.186745305505532,16.0
-1.0751268549460504,4.0
-1.7581884166662245,10.0
-1.4413463975196699,1.0
-1.4265877496029056,7.0
-1.0793763997244892,16.0
-1.9251982557736893,18.0
-1.1667025204154544,4.0
-1.948716153198625,7.0
-1.4705288550848863,2.0
-1.1012244977157026,20.0
-1.3550331643712714,8.0
-1.588524680310329,14.0
-1.4543983837747207,11.0
-1.5473695351923913,6.0
-0.8409054127790333,24.0
-1.3095855495383155,7.0
-1.7879437423244091,9.0
-2.0645248843666755,23.0
-2.1075926034082224,20.0
-1.4505532212612253,6.0
-1.3148834513344054,17.0
-1.2050613182043175,12.0
-1.7097605286541095,13.0
-1.3906279330392808,11.0
-1.883463884386158,7.0
-2.243943515106097,16.0
-1.4996847279761152,9.0
-2.046270601041174,17.0
-2.1138873066714843,20.0
-1.0865438074401537,11.0
-1.5282016935595668,21.0
-1.9335706227261982,11.0
-1.685059041218599,23.0
-1.857925013053151,18.0
-1.9863760206018755,6.0
-2.1497344530214164,19.0
-1.670740758586358,24.0
-1.827090563110151,5.0
-2.1479015877853764,13.0
-2.3455232977548848,5.0
-1.4074168469819335,9.0
-1.0174873982460675,9.0
-1.5001061269759273,5.0
-1.7068670038946971,7.0
-2.4081120932050326,8.0
-0.7581123762437493,10.0
-1.3489584379703734,19.0
-2.1431850935754677,3.0
-1.5462085840239672,16.0
-0.9004205676019399,16.0
-1.5686105963665578,24.0
-1.3562840134995038,8.0
-1.7897376052822656,21.0
-1.5233866044920534,1.0
-0.960370183952473,15.0
-1.600791752499408,7.0
-1.6167265279337768,2.0
-2.0256213766756113,3.0
-1.8518624888113493,6.0
-1.9957909900765172,17.0
-1.6073436618727324,4.0
-1.244468358892075,14.0
-1.82892748695581,6.0
-1.0656278614163281,2.0
-1.2966442677573453,2.0
-2.3971206836153156,11.0
-2.504828172917276,16.0
-0.6446763467891655,5.0
-1.667476067807054,8.0
-1.732069323971532,5.0
-1.2003202362382919,4.0
-1.8587966502542552,11.0
-1.9588085298467413,10.0
-2.0802544963461522,6.0
-1.8258348405026972,16.0
-0.8106369765906551,15.0
-1.4789522853966948,2.0
-1.8613680079089403,7.0
-1.7922029797106616,19.0
-1.329749655693857,15.0
-1.1377622464098822,3.0
-2.343080258155669,12.0
-0.9262042719798317,10.0
-2.2417829602422428,3.0
-1.930838736981107,18.0
-2.075447845794458,23.0
-2.1632766653223032,15.0
-1.6402619507797327,13.0
-1.530447367723216,0.0
-1.8251040952180009,17.0
-2.010961487829758,5.0
-2.0728980219645585,16.0
-1.2702805253440892,17.0
-1.6552555472385961,15.0
-1.2752448527189921,5.0
-1.5585346653697942,14.0
-1.5534852838983237,20.0
-2.2339176185985083,13.0
-1.0639224037147093,5.0
-1.468003058451143,18.0
-2.172357182444588,17.0
-1.7149540644114847,24.0
-1.908442517825224,9.0
-1.0038744929503791,23.0
-1.829008748443379,21.0
-1.3991958789965733,22.0
-1.4854868896565105,14.0
-2.4036371420404494,17.0
-1.9143041726819068,18.0
-1.064283804051856,10.0
-1.096943436670657,20.0
-2.164616042658337,3.0
-1.7022069180712995,8.0
-1.4865373241747772,20.0
-1.8534449278908425,24.0
-2.1560820293193133,20.0
-1.5086948426522446,3.0
-1.5914546071741995,4.0
-2.2116792852233322,22.0
-1.5764480567647974,20.0
-1.5600010582199584,22.0
-1.5910730768528476,1.0
-1.3293195872631656,16.0
-2.046655652638215,5.0
-1.8888326835407745,16.0
-2.2206884313976154,2.0
-1.7386855367803977,11.0
-1.4688338417326032,20.0
-1.7812901358056734,24.0
-2.0160850485549426,6.0
-1.8965776654909212,4.0
-2.0574203005804086,14.0
-1.2628492535845781,21.0
-1.8019636634480158,15.0
-1.6115440397907421,8.0
-1.9708045145171893,20.0
-1.4119578220001276,6.0
-1.451821707183774,2.0
-0.9195819252779103,16.0
-2.093590607000822,19.0
-2.224315720128348,8.0
-1.7480066734715214,17.0
-1.8430113126373842,17.0
-1.9674128892934974,17.0
-1.5421885072775137,12.0
-1.057751208476689,23.0
-2.1491665599938323,18.0
-1.9551621703533115,9.0
-1.1479626399952665,15.0
-1.940108872201495,10.0
-2.1414025268406633,17.0
-1.2519435669563175,6.0
-1.2960837859322327,2.0
-2.170092231933433,23.0
-2.2928196613866514,14.0
-1.8067849096211517,11.0
-1.198150267163355,8.0
-1.7783952716305311,21.0
-1.5791414085309832,8.0
-1.8485325967061952,7.0
-1.4254457224960573,5.0
-1.495541382648918,14.0
-2.1532916610812007,18.0
-1.8086994143645625,17.0
-2.218835219356053,19.0
-2.5444881755495317,11.0
-1.9327644496344898,11.0
-2.0626242701673227,6.0
-2.395090417159162,18.0
-1.784050051441286,16.0
-1.3391759253366584,13.0
-2.13379120886988,23.0
-1.5917815029985092,18.0
-1.338631569604911,2.0
-2.10203929896929,21.0
-1.223807612058302,7.0
-1.868070633426325,2.0
-1.8625672743805524,16.0
-2.132488333781392,13.0
-2.0012228315523104,10.0
-1.0460873392715435,7.0
-1.5050573339752185,3.0
-1.88119179939031,10.0
-1.5845211541777902,12.0
-1.2995890709095552,17.0
-1.242555275497799,2.0
-2.118613335981137,21.0
-1.7505540086430385,11.0
-1.8320499340693552,23.0
-1.2957876835685267,1.0
-1.7371711414124626,5.0
-1.3145124888556532,12.0
-1.4570278073244702,2.0
-0.9482656826832939,13.0
-1.038943059667474,23.0
-1.5527739063374162,6.0
-0.8930107785048068,2.0
-1.9091344598319693,18.0
-1.8135454839892264,7.0
-1.500354754386694,15.0
-1.9920686595347412,5.0
-1.2068130550532497,20.0
-1.8445217278048296,8.0
-1.6421251248184892,16.0
-1.919566236810331,22.0
-1.3024561200680456,10.0
-1.4844394416939524,17.0
-1.535343985842637,19.0
-2.0460106662142024,13.0
-2.171412948628957,22.0
-0.8010300326891533,9.0
-1.2397061087866021,18.0
-1.4209047523792362,15.0
-1.0929672436588669,22.0
-1.7733397412023204,22.0
-1.9156300057706466,9.0
-1.5795787292121282,20.0
-1.2132354911423855,11.0
-0.8271232399483763,4.0
-0.9694523270361184,21.0
-1.1473201329817453,9.0
-1.6592912220972602,15.0
-2.31780250057116,14.0
-1.9208009189003679,6.0
-1.3532385703163856,8.0
-1.6818831814968878,23.0
-2.199362015579826,20.0
-1.4367487874897682,8.0
-1.50219426989585,12.0
-2.013608041432746,13.0
-2.0107204413502187,14.0
-1.3082802381836596,8.0
-1.1377037079099332,11.0
-2.2081923300931967,3.0
-2.008768659273112,13.0
-1.1373374313118454,21.0
-1.2816773034898241,13.0
-1.819915953047413,17.0
-1.9176699606202066,18.0
-2.160597110470448,23.0
-1.9345571858289297,1.0
-2.011441540854899,12.0
-2.007177711451889,4.0
-0.9663256307848025,3.0
-1.727657555547976,19.0
-1.6190940641779377,21.0
-1.3540801201644392,3.0
-1.0380000450711768,5.0
-2.1179919228500657,3.0
-2.05223015768057,7.0
-1.0432418224570088,6.0
-1.350115962224372,23.0
-0.8421388561696246,1.0
-0.8807756461735071,5.0
-1.7073646900051882,13.0
-1.5666135845014562,1.0
-1.5770578938180688,6.0
-1.951163274505561,23.0
-1.8043403658388755,17.0
-2.0837913708073144,8.0
-2.111747877833284,15.0
-1.6972146699697677,1.0
-1.6621514207505008,15.0
-2.2268072243775334,11.0
-1.1578114887774378,4.0
-0.7631212458678279,4.0
-1.4989951310428908,7.0
-2.197457905135313,7.0
-1.954089159866992,12.0
-1.438749571430931,24.0
-1.6396726705477136,18.0
-2.024532728100911,9.0
-1.8308296537643294,14.0
-1.5006249912490384,17.0
-2.0960556523666765,6.0
-1.093745195615832,22.0
-1.8895545079940843,2.0
-1.0691460978685159,8.0
-1.041845290290884,4.0
-1.7850730724288173,20.0
-1.4341621778442404,13.0
-1.9040719662379828,3.0
-1.8677097720336844,10.0
-1.2727804340955102,24.0
-1.0531249672591738,12.0
-1.198419948273163,8.0
-1.3659499887369164,12.0
-1.8064250830952668,8.0
-2.1424810868307613,3.0
-1.3510099556445896,6.0
-1.9283380875362297,6.0
-2.0296453234071943,23.0
-2.3951189386677263,23.0
-1.8337274264446655,1.0
-1.2283747068419986,16.0
-2.0082354217059106,10.0
-1.5415734682712952,9.0
-1.24943338661709,17.0
-2.2756319818780297,1.0
-1.711379485052256,17.0
-2.085199216962709,9.0
-1.68258626157477,2.0
-1.9223923285686237,3.0
-1.529591221030354,7.0
-1.313316248796896,17.0
-0.7969982440229204,4.0
-1.7024632380107998,4.0
-2.1152347616354916,22.0
-1.2699962544812826,5.0
-1.6450822587867568,5.0
-1.8268815194759003,2.0
-1.7445595390405468,22.0
-1.2090694181324435,16.0
-2.1170592711538903,23.0
-1.310976306354999,9.0
-1.4226705071511296,20.0
-2.110207131690834,10.0
-1.090545311675178,5.0
-1.378998549906618,14.0
-1.877222554525551,13.0
-2.055624503409682,18.0
-2.102441310601139,18.0
-1.2663903774084688,9.0
-2.3469210575439226,14.0
-1.6729020102174883,23.0
-2.019057280047398,23.0
-2.108816512673207,1.0
-1.104551260540192,24.0
-2.0995127900694737,19.0
-1.8783892455641762,7.0
-2.2277266212740625,2.0
-1.184554919674712,12.0
-1.8178098069635509,9.0
-2.149038689094387,14.0
-1.9223682125045267,3.0
-1.8084128533062838,1.0
-2.0314625767583925,0.0
-1.9349371806062918,20.0
-1.4845345718409562,1.0
-1.8509147531753682,16.0
-2.235666719015264,4.0
-1.6423698190344322,5.0
-1.8086289245915934,13.0
-1.6205963826968384,16.0
-1.812233648191801,6.0
-2.355994138354089,18.0
-2.0156440407092333,21.0
-1.6367484791878049,13.0
-1.1601044238561424,16.0
-2.191254140583957,13.0
-1.8260603725662914,14.0
-1.6872100356163715,6.0
-2.015373165331238,0.0
-2.480421455366225,21.0
-2.390164342868908,20.0
-1.638575630789991,10.0
-2.1173641742596505,3.0
-1.8858935574943811,2.0
-1.7943666263753966,14.0
-1.6222249883099589,19.0
-1.2580552925123878,0.0
-1.7881684241367246,8.0
-1.7784470320208012,4.0
-1.7254749036233012,0.0
-2.2206013152459683,8.0
-1.8526887303284918,9.0
-1.9046005311382381,8.0
-1.6797792965895963,22.0
-1.4117364040970615,13.0
-0.9894292110669383,17.0
-1.1867338616150318,11.0
-1.1880921942548457,20.0
-1.1307405504114683,6.0
-1.7434358805658217,13.0
-2.3085058975098423,22.0
-1.2966437967059266,22.0
-2.2210134524488976,5.0
-1.0000290330004433,7.0
-2.423533065723331,16.0
-1.2989375695351018,10.0
-1.8022203445671523,21.0
-1.3950894513109213,13.0
-1.717027166243853,8.0
-1.9561760346099049,23.0
-1.1314491654530265,8.0
-1.1551241653542954,11.0
-1.783111594153383,3.0
-1.3338631921545439,5.0
-1.8171209664459118,9.0
-2.2178173511733723,13.0
-1.2003594412672653,5.0
-2.070714696284754,9.0
-1.1843281211468422,16.0
-1.864121875186853,1.0
-1.6803403303644204,18.0
-1.3179131905334032,7.0
-1.1988672168989911,17.0
-2.473910032629493,16.0
-1.6714183135113598,6.0
-1.2260912437731408,7.0
-2.0430554235971568,18.0
-1.4627640755814981,3.0
-0.6731232827924118,7.0
-2.41508197849251,21.0
-2.156800203274182,19.0
-1.459307459594567,20.0
-1.648717232672299,12.0
-1.6302464938959353,5.0
-1.5577675817318257,9.0
-1.1865473521144876,8.0
-1.7243801018949139,8.0
-2.072350157206228,15.0
-1.6391374172825803,20.0
-1.3448740468272407,20.0
-1.4168743736510072,1.0
-1.156077227110396,12.0
-2.1497186797568038,17.0
-1.7049519833794395,20.0
-1.7442554144377267,18.0
-1.9762585765452605,23.0
-1.9241481127807185,20.0
-2.1700602563766735,12.0
-1.4014046445848982,2.0
-1.3087852972352851,16.0
-2.1822330328532535,19.0
-2.370943228194066,16.0
-1.1119696008486355,18.0
-1.7700225992411125,19.0
-1.981513858363292,18.0
-2.0083212012533562,2.0
-1.8915044651377695,23.0
-2.3396150397599467,8.0
-1.7991445677601516,9.0
-1.2286920954803644,10.0
-1.0446445945342058,8.0
-1.8919695489055441,24.0
-2.134093875410336,7.0
-2.0851241698852347,14.0
-1.127902250884269,4.0
-1.3213295174286745,24.0
-1.3782473632291858,12.0
-1.3136310987978357,2.0
-1.9701358336106536,19.0
-1.256147649721838,17.0
-1.8634626951869933,8.0
-1.575803877825619,8.0
-2.4620854698842156,21.0
-1.6414499130941547,17.0
-1.6106363130234032,9.0
-1.9274944763190756,15.0
-2.174271225320827,16.0
-1.5965584833369655,1.0
-2.2698206295398933,24.0
-1.6363490431004102,15.0
-1.1685324764687903,14.0
-1.9216875192032046,15.0
-2.223160592378674,18.0
-1.6130338717728212,16.0
-1.4463795514118485,9.0
-1.272974857547228,20.0
-1.653087657367235,10.0
-1.5753396118452194,8.0
-1.6359642570953614,2.0
-1.6165658616596108,3.0
-1.50809023421414,10.0
-1.677614499936888,19.0
-2.15095358634254,17.0
-2.4005281773000013,0.0
-1.7199750804745977,18.0
-1.8076264886091626,14.0
-1.345103275712718,6.0
-2.1714268913251713,17.0
-1.2736539570956262,8.0
-1.7603502129846407,23.0
-1.3517207136041862,15.0
-2.010808644066328,9.0
-1.9077383104693335,18.0
-1.73362774953974,8.0
-1.6642432353526453,4.0
-1.9546075131485452,7.0
-1.6311810127691029,15.0
-1.6285928904094473,13.0
-1.761435847745191,5.0
-1.6691521419254136,22.0
-1.2778568562153347,13.0
-2.16467169894222,15.0
-1.649320526975698,4.0
-1.8812458910496068,17.0
-2.244098225599454,7.0
-2.505281431935474,18.0
-2.1060270385508644,15.0
-1.2607157999284895,3.0
-1.86301101387086,15.0
-1.710342267516471,18.0
-1.91171491169685,10.0
-1.3539896482497227,21.0
-1.9006789665237287,14.0
-1.6924428886311735,12.0
-1.6564229898707072,7.0
-1.1782097126723066,15.0
-2.2938237494810796,23.0
-2.2589590452791812,5.0
-1.5661084663159897,0.0
-2.6251835597584297,18.0
-1.8552850115016408,5.0
-2.289206925985819,6.0
-2.3391154215086183,2.0
-2.160878977876685,8.0
-1.9060642785694273,1.0
-1.6338317081030849,3.0
-2.166737325811919,20.0
-1.2296461271358592,21.0
-1.1689688679798875,23.0
-0.930024324613672,9.0
-1.782076929812984,11.0
-1.3868285391146005,12.0
-1.2585242150195317,11.0
-0.9230818320345563,20.0
-2.1679462705959587,8.0
-1.8842101210399946,12.0
-1.8865924794011466,11.0
-1.7045375833518102,21.0
-1.551499750093921,12.0
-2.2580260034110733,8.0
-1.2734261069583226,11.0
-1.3413661584688672,12.0
-1.016273040866988,2.0
-1.9407353665720724,2.0
-1.7840009215136905,6.0
-1.1625644936406971,14.0
-2.093174332189345,22.0
-1.175708835461267,2.0
-2.0193076240683676,0.0
-1.4906753575441254,5.0
-2.193170083748437,4.0
-1.441322024476738,1.0
-1.445953295527809,4.0
-2.0490261007206145,9.0
-1.1681367405272916,16.0
-2.4641651825355932,12.0
-1.8962722021421303,21.0
-1.6023045409352692,7.0
-1.754809680892634,16.0
-1.5043583507314273,16.0
-1.9032786294179496,0.0
-1.6424408863031765,14.0
-2.032561874269877,5.0
-1.6068634115810911,16.0
-1.625578762413799,13.0
-1.528900809449451,10.0
-2.1016997784940847,6.0
-0.9828844336772014,14.0
-1.3204349317718114,12.0
-1.3867378125398762,6.0
-1.3054684137266945,1.0
